,dataset,sentences
3062,ade,CASE REPORT A six year old boy with transfusion dependent beta thalassaemia developed a unilateral hearing loss shortly after commencing desferrioxamine therapy
3063,ade,Eleven patients developed infection requiring hospitalization while taking leflunomide including lower respiratory tract infections (3) cellulitis (2) disseminated herpes zoster (2) probable TB liver (1) abdominal sepsis (1) mycotic aneurysm (1) and gastroenteritis (1)
3064,ade,Eleven patients developed infection requiring hospitalization while taking leflunomide including lower respiratory tract infections (3) cellulitis (2) disseminated herpes zoster (2) probable TB liver (1) abdominal sepsis (1) mycotic aneurysm (1) and gastroenteritis (1)
3065,ade,Eleven patients developed infection requiring hospitalization while taking leflunomide including lower respiratory tract infections (3) cellulitis (2) disseminated herpes zoster (2) probable TB liver (1) abdominal sepsis (1) mycotic aneurysm (1) and gastroenteritis (1)
3066,ade,Eleven patients developed infection requiring hospitalization while taking leflunomide including lower respiratory tract infections (3) cellulitis (2) disseminated herpes zoster (2) probable TB liver (1) abdominal sepsis (1) mycotic aneurysm (1) and gastroenteritis (1)
3067,ade,Eleven patients developed infection requiring hospitalization while taking leflunomide including lower respiratory tract infections (3) cellulitis (2) disseminated herpes zoster (2) probable TB liver (1) abdominal sepsis (1) mycotic aneurysm (1) and gastroenteritis (1)
3068,ade,Eleven patients developed infection requiring hospitalization while taking leflunomide including lower respiratory tract infections (3) cellulitis (2) disseminated herpes zoster (2) probable TB liver (1) abdominal sepsis (1) mycotic aneurysm (1) and gastroenteritis (1)
3069,ade,Eleven patients developed infection requiring hospitalization while taking leflunomide including lower respiratory tract infections (3) cellulitis (2) disseminated herpes zoster (2) probable TB liver (1) abdominal sepsis (1) mycotic aneurysm (1) and gastroenteritis (1)
3070,ade,Eleven patients developed infection requiring hospitalization while taking leflunomide including lower respiratory tract infections (3) cellulitis (2) disseminated herpes zoster (2) probable TB liver (1) abdominal sepsis (1) mycotic aneurysm (1) and gastroenteritis (1)
3071,ade,Leflunomide associated infections in rheumatoid arthritis
3072,ade,The NZ Pharmacovigilance Centre has received 7 additional reports of severe infections in patients with RA taking leflunomide
3073,ade,A 58 year old woman with rheumatoid arthritis (RA) developed fever skin eruptions leukocytopenia and thrombocytopenia 3 weeks after treatment with sulfasalazine
3074,ade,A 58 year old woman with rheumatoid arthritis (RA) developed fever skin eruptions leukocytopenia and thrombocytopenia 3 weeks after treatment with sulfasalazine
3075,ade,A 58 year old woman with rheumatoid arthritis (RA) developed fever skin eruptions leukocytopenia and thrombocytopenia 3 weeks after treatment with sulfasalazine
3076,ade,A 58 year old woman with rheumatoid arthritis (RA) developed fever skin eruptions leukocytopenia and thrombocytopenia 3 weeks after treatment with sulfasalazine
3077,ade,Sulfasalazine induced hypersensitivity syndrome and hemophagocytic syndrome associated with reactivation of Epstein Barr virus
3078,ade,Sulfasalazine induced hypersensitivity syndrome and hemophagocytic syndrome associated with reactivation of Epstein Barr virus
3079,ade,This case illustrates that the hemophagocytic syndrome associated with reactivation of EBV can occur as part of drug hypersensitivity reactions in RA patients taking sulfasalazine
3080,ade,The goal of this study is to describe three patients diagnosed with migraine and epilepsy (both under control) who evolved into status migrainosus after the introduction of oxcarbazepine (OXC) as part of a switch off from carbamazepine (CBZ)
3081,ade,The goal of this study is to describe three patients diagnosed with migraine and epilepsy (both under control) who evolved into status migrainosus after the introduction of oxcarbazepine (OXC) as part of a switch off from carbamazepine (CBZ)
3082,ade,The goal of this study is to describe three patients diagnosed with migraine and epilepsy (both under control) who evolved into status migrainosus after the introduction of oxcarbazepine (OXC) as part of a switch off from carbamazepine (CBZ)
3083,ade,The goal of this study is to describe three patients diagnosed with migraine and epilepsy (both under control) who evolved into status migrainosus after the introduction of oxcarbazepine (OXC) as part of a switch off from carbamazepine (CBZ)
3084,ade,Uncontrolled headache induced by oxcarbazepine
3085,ade,CONCLUSION A patient with CHF and ESRD developed myoclonic muscle spasms after receiving dobutamine by continuous i.v. infusion
3086,ade,Myoclonus associated with continuous dobutamine infusion in a patient with end stage renal disease
3087,ade,PURPOSE The occurrence of myoclonus associated with continuous i.v. infusion of dobutamine in a patient with end stage renal disease (ESRD) is described
3088,ade,Reports of colonic perforation as a result of the administration of calcium polystyrene sulfonate and sorbitol are rare
3089,ade,Reports of colonic perforation as a result of the administration of calcium polystyrene sulfonate and sorbitol are rare
3090,ade,We concluded that the colonic ulcer and the sigmoidovesical fistula had been caused by the administration of calcium polystyrene sulfonate and sorbitol
3091,ade,We concluded that the colonic ulcer and the sigmoidovesical fistula had been caused by the administration of calcium polystyrene sulfonate and sorbitol
3092,ade,We concluded that the colonic ulcer and the sigmoidovesical fistula had been caused by the administration of calcium polystyrene sulfonate and sorbitol
3093,ade,We concluded that the colonic ulcer and the sigmoidovesical fistula had been caused by the administration of calcium polystyrene sulfonate and sorbitol
3094,ade,Psychosis in a 12 year old HIV positive girl with an increased serum concentration of efavirenz
3095,ade,We report (to our knowledge for the first time in a child) the emergence of psychosis in a 12 year old white girl with an increased efavirenz concentration and heterozygous gene polymorphism of the CYP2B6 G516T
3096,ade,Mycobacterium marinum infection complicating Crohn's disease treated with infliximab
3097,ade,Sustained monomorphic ventricular tachycardia after adenosine infusion
3098,ade,We present a case of a sustained monomorphic ventricular tachycardia following adenosine infusion
3099,ade,Surprisingly we found that three patients appeared to develop tardive OGC while taking clozapine
3100,ade,Tardive oculogyric crisis during treatment with clozapine report of three cases
3101,ade,Metronidazole neuropathy
3102,ade,Two patients are described who developed sensory neuropathy after the ingestion of 30.6 and 114 g metronidazole respectively
3103,ade,We report a case of a patient with rheumatoid arthritis treated with low dose methotrexate (15 mg week) who developed infection with both M. tuberculosis and M. chelonae after the revision of a prosthetic hip
